geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.0817865424, 145.3285029663","{""coordinates"": [145.3285029663, -38.0817865424], ""type"": ""Point""}",-38.081786542399854,145.3285029662511,ARBOULEA BOULEVARD,2021,Between 50km/h and 60km/h,W,2021-03-25,353405,5783792,MGA2020 zone 55,3977,52.8,1446,1696,4.8,17.33,CRANBOURNE NORTH,SPRINGFIELD,197
"-38.0998591155, 145.3350156396","{""coordinates"": [145.3350156396, -38.0998591155], ""type"": ""Point""}",-38.09985911549568,145.33501563964717,APPENZELLAR DRIVE,2021,Between 50km/h and 60km/h,W,2021-03-23,354012,5781797,MGA2020 zone 55,3978,52.1,721,969,5.0,8.8,CLYDE NORTH,EDRINGTON,198
"-38.0672584621, 145.35575594","{""coordinates"": [145.35575594, -38.0672584621], ""type"": ""Point""}",-38.067258462130255,145.35575593998314,SOLDIERS ROAD,2021,More than 60km/h,W,2021-03-23,355767,5785447,MGA2020 zone 55,3806,65.2,7220,8874,10.3,9.8,BERWICK,EDRINGTON,205
"-38.0303707015, 145.2476120815","{""coordinates"": [145.2476120815, -38.0303707015], ""type"": ""Point""}",-38.03037070148842,145.24761208145105,ROBJANT STREET,2021,More than 60km/h,W,2021-03-17,346203,5789367,MGA2020 zone 55,3976,61.0,600,826,5.1,9.1,HAMPTON PARK,RIVER GUM,215
"-37.9903994258, 145.2405093432","{""coordinates"": [145.2405093432, -37.9903994258], ""type"": ""Point""}",-37.9903994258228,145.2405093431925,PITTOSPORUM GROVE,2021,Between 40km/h and 50km/h,W,2021-03-17,345495,5793791,MGA2020 zone 55,3177,42.4,322,428,3.3,12.3,DOVETON,RIVER GUM,218
"-38.0262365243, 145.3307366772","{""coordinates"": [145.3307366772, -38.0262365243], ""type"": ""Point""}",-38.02623652432315,145.33073667718557,LYDIA MARY DRIVE,2021,Between 50km/h and 60km/h,W,2021-03-24,353490,5789960,MGA2020 zone 55,3806,57.6,923,1098,3.2,9.6,BERWICK,EDRINGTON,221
"-38.1024207927, 145.2901897058","{""coordinates"": [145.2901897058, -38.1024207927], ""type"": ""Point""}",-38.102420792677435,145.29018970576055,LATROBE STREET,2021,Between 50km/h and 60km/h,W,2021-03-26,350087,5781442,MGA2020 zone 55,3977,51.7,494,655,4.3,9.83,CRANBOURNE,MAYFIELD,222
"-38.0725834826, 145.3484821794","{""coordinates"": [145.3484821794, -38.0725834826], ""type"": ""Point""}",-38.07258348263918,145.34848217939722,KIRRABILLI PARADE,2021,Between 50km/h and 60km/h,W,2021-03-23,355139,5784845,MGA2020 zone 55,3806,51.1,1044,1240,1.3,17.38,BERWICK,EDRINGTON,229
"-38.0576562937, 145.359246745","{""coordinates"": [145.359246745, -38.0576562937], ""type"": ""Point""}",-38.05765629372751,145.35924674496704,KINGSMERE DRIVE,2021,Between 50km/h and 60km/h,W,2021-04-20,356054,5786518,MGA2020 zone 55,3806,50.8,3469,4419,4.5,8.9,BERWICK,EDRINGTON,230
"-37.9775202099, 145.2704649281","{""coordinates"": [145.2704649281, -37.9775202099], ""type"": ""Point""}",-37.97752020988524,145.27046492812494,JOHN FAWKNER DRIVE,2021,Between 40km/h and 50km/h,W,2021-03-17,348099,5795269,MGA2020 zone 55,3802,49.2,5161,6392,3.4,11.9,ENDEAVOUR HILLS,FOUR OAKS,232
"-37.9686163281, 145.2384191212","{""coordinates"": [145.2384191212, -37.9686163281], ""type"": ""Point""}",-37.96861632811026,145.2384191212309,ESSEX PARK DRIVE,2021,Between 50km/h and 60km/h,W,2021-03-17,345266,5796204,MGA2020 zone 55,3802,56.1,241,327,1.8,8.2,ENDEAVOUR HILLS,FOUR OAKS,238
"-38.0431881865, 145.248057422","{""coordinates"": [145.248057422, -38.0431881865], ""type"": ""Point""}",-38.043188186450664,145.24805742202685,COMMERCIAL DRIVE,2021,Between 50km/h and 60km/h,W,2021-03-26,346269,5787945,MGA2020 zone 55,3975,53.6,1935,2530,16.5,9.1,LYNBROOK,RIVER GUM,242
"-38.0695281562, 145.3535466351","{""coordinates"": [145.3535466351, -38.0695281562], ""type"": ""Point""}",-38.06952815621512,145.35354663512723,CHASE BLVD,2021,Between 50km/h and 60km/h,W,2021-03-23,355578,5785192,MGA2020 zone 55,3806,59.7,1886,2252,7.1,14.1,BERWICK,EDRINGTON,247
"-37.9803226222, 145.3586440345","{""coordinates"": [145.3586440345, -37.9803226222], ""type"": ""Point""}",-37.98032262223705,145.35864403446027,CHADWICK ROAD,2021,More than 60km/h,W,2021-03-26,355850,5795098,MGA2020 zone 55,3806,68.5,114,148,19.2,8.4,HARKAWAY,FOUR OAKS,248
"-38.0393059399, 145.3636777608","{""coordinates"": [145.3636777608, -38.0393059399], ""type"": ""Point""}",-38.0393059398823,145.36367776084322,CARDINIA ST,2021,Between 50km/h and 60km/h,W,2021-03-24,356407,5788561,MGA2020 zone 55,3806,52.3,1005,1152,5.7,13.43,BERWICK,EDRINGTON,250
"-38.2106538576, 145.314806142","{""coordinates"": [145.314806142, -38.2106538576], ""type"": ""Point""}",-38.21065385763474,145.31480614196585,CANNONS CREEK ROAD,2021,More than 60km/h,W,2021-03-23,352464,5769471,MGA2020 zone 55,3977,69.2,760,945,7.1,10.42,CANNONS CREEK,BALLA BALLA,251
"-38.1465571198, 145.2350983419","{""coordinates"": [145.2350983419, -38.1465571198], ""type"": ""Point""}",-38.14655711975588,145.23509834194104,BROWNS ROAD CRANBOURNE SOUTH,2021,More than 60km/h,W,2021-04-21,345349,5776453,MGA2020 zone 55,3977,68.1,4783,5953,9.8,10.38,CRANBOURNE SOUTH,BALLA BALLA,253
"-38.0111850021, 145.2551530337","{""coordinates"": [145.2551530337, -38.0111850021], ""type"": ""Point""}",-38.01118500208945,145.25515303373888,WEDGEWOOD ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,346825,5791508,MGA2020 zone 55,3803,59.7,4772,5729,25.84,8.57,HALLAM,RIVER GUM,254
"-38.0104150018, 145.2774560232","{""coordinates"": [145.2774560232, -38.0104150018], ""type"": ""Point""}",-38.01041500180878,145.27745602321397,HINRICHSEN DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,348781,5791630,MGA2020 zone 55,3803,49.3,2043,2617,5.05,10.55,HALLAM,RIVER GUM,255
"-38.0011690026, 145.265775024","{""coordinates"": [145.265775024, -38.0011690026], ""type"": ""Point""}",-38.00116900263205,145.2657750239788,WINDSOR STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,347736,5792637,MGA2020 zone 55,3803,41.4,1589,1976,2.31,9.73,HALLAM,RIVER GUM,256
"-37.9984920027, 145.2656080201","{""coordinates"": [145.2656080201, -37.9984920027], ""type"": ""Point""}",-37.998492002677935,145.2656080201457,KILBERRY CRESCENT,2022,Between 40km/h and 50km/h,W,2022-02-22,347716,5792934,MGA2020 zone 55,3803,48.5,228,310,4.32,7.99,HALLAM,RIVER GUM,259
"-38.0015020027, 145.2720620222","{""coordinates"": [145.2720620222, -38.0015020027], ""type"": ""Point""}",-38.00150200267939,145.27206202222902,FRAWLEY ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,348289,5792611,MGA2020 zone 55,3803,51.7,7421,9430,4.88,9.82,HALLAM,RIVER GUM,260
"-37.997470002, 145.2550930284","{""coordinates"": [145.2550930284, -37.997470002], ""type"": ""Point""}",-37.997470002040664,145.25509302842633,FRAWLEY ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,346791,5793030,MGA2020 zone 55,3803,55.4,6769,8445,7.14,11.82,HALLAM,RIVER GUM,264
"-38.0350560037, 145.2631540366","{""coordinates"": [145.2631540366, -38.0350560037], ""type"": ""Point""}",-38.03505600366374,145.26315403664998,FORDHOLM ROAD,2022,Between 40km/h and 50km/h,W,2022-02-22,347576,5788873,MGA2020 zone 55,3976,47.6,3493,4297,4.63,11.05,HAMPTON PARK,RIVER GUM,271
"-38.0621510029, 145.2595420232","{""coordinates"": [145.2595420232, -38.0621510029], ""type"": ""Point""}",-38.06215100288145,145.25954202324266,LOCKWOOD RISE,2022,Between 50km/h and 60km/h,W,2022-02-22,347316,5785860,MGA2020 zone 55,3975,52.3,1483,1926,2.82,12.84,LYNBROOK,RIVER GUM,274
"-38.0671200036, 145.2606220231","{""coordinates"": [145.2606220231, -38.0671200036], ""type"": ""Point""}",-38.067120003602554,145.26062202313992,EVANS ROAD,2022,More than 60km/h,W,2022-02-22,347421,5785311,MGA2020 zone 55,3975,75.0,11080,14588,8.04,9.63,LYNBROOK,RIVER GUM,278
"-38.071939004, 145.2596160232","{""coordinates"": [145.2596160232, -38.071939004], ""type"": ""Point""}",-38.07193900395529,145.25961602321095,EVANS ROAD,2022,More than 60km/h,W,2022-02-22,347343,5784774,MGA2020 zone 55,3975,75.0,10911,14206,7.08,9.53,LYNBROOK,RIVER GUM,279
"-38.0730900038, 145.2571790243","{""coordinates"": [145.2571790243, -38.0730900038], ""type"": ""Point""}",-38.07309000383699,145.25717902427596,BROOKWATER PARADE,2022,Between 40km/h and 50km/h,W,2022-02-22,347131,5784642,MGA2020 zone 55,3975,48.1,565,753,7.03,10.61,LYNDHURST,MAYFIELD,282
"-38.0094399989, 145.306903009","{""coordinates"": [145.306903009, -38.0094399989], ""type"": ""Point""}",-38.00943999891529,145.3069030090403,SHIRAZ CRESCENT,2022,Between 40km/h and 50km/h,W,2022-02-22,351364,5791786,MGA2020 zone 55,3805,41.3,180,227,3.6,9.75,NARRE WARREN,FOUR OAKS,287
"-38.0281940006, 145.3032230318","{""coordinates"": [145.3032230318, -38.0281940006], ""type"": ""Point""}",-38.02819400061524,145.30322303183152,AUSTIN AVENUE,2022,Less than 30km/h,W,2022-02-22,351079,5789699,MGA2020 zone 55,3805,28.7,83,101,3.09,12.93,NARRE WARREN,SPRINGFIELD,288
"-38.0074850025, 145.2882170126","{""coordinates"": [145.2882170126, -38.0074850025], ""type"": ""Point""}",-38.00748500254706,145.28821701261506,BUNBURY AVENUE,2022,Between 50km/h and 60km/h,W,2022-02-22,349720,5791973,MGA2020 zone 55,3805,51.3,454,615,4.04,9.89,NARRE WARREN,SPRINGFIELD,291
"-38.0150640013, 145.2906490139","{""coordinates"": [145.2906490139, -38.0150640013], ""type"": ""Point""}",-38.0150640013172,145.29064901394202,PRINCESS HIGHWAY SERVICE ROAD,2022,Between 40km/h and 50km/h,W,2022-02-22,349949,5791136,MGA2020 zone 55,3805,49.2,85,117,5.35,7.44,NARRE WARREN,SPRINGFIELD,293
"-37.9807450049, 145.3182120337","{""coordinates"": [145.3182120337, -37.9807450049], ""type"": ""Point""}",-37.980745004888306,145.318212033652,OAKVIEW BOULEVARD,2022,Between 40km/h and 50km/h,W,2022-02-22,352300,5794988,MGA2020 zone 55,3804,46.9,464,567,7.99,9.68,NARRE WARREN NORTH,FOUR OAKS,295
"-37.9677710037, 145.2866980113","{""coordinates"": [145.2866980113, -37.9677710037], ""type"": ""Point""}",-37.96777100373953,145.2866980112579,EBELI CLOSE,2022,Between 50km/h and 60km/h,W,2022-02-22,349505,5796377,MGA2020 zone 55,3804,57.1,379,488,5.65,9.23,NARRE WARREN NORTH,FOUR OAKS,296
"-37.993002001, 145.3175910185","{""coordinates"": [145.3175910185, -37.993002001], ""type"": ""Point""}",-37.993002001001365,145.31759101850395,BRUNDRETT ROAD,2022,More than 60km/h,W,2022-02-22,352270,5793627,MGA2020 zone 55,3804,60.4,1242,1579,4.88,8.98,NARRE WARREN NORTH,FOUR OAKS,298
"-38.0310400002, 145.2963630175","{""coordinates"": [145.2963630175, -38.0310400002], ""type"": ""Point""}",-38.031040000187,145.29636301753445,HAROLD KEYS DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,350483,5789372,MGA2020 zone 55,3805,42.7,1107,1468,6.48,8.52,NARRE WARREN SOUTH,SPRINGFIELD,301
"-38.0272510002, 145.2884570209","{""coordinates"": [145.2884570209, -38.0272510002], ""type"": ""Point""}",-38.027251000229136,145.28845702093517,HAROLD KEYS DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,349781,5789780,MGA2020 zone 55,3805,51.9,579,806,7.07,8.33,NARRE WARREN SOUTH,SPRINGFIELD,303
"-38.067303001, 145.3074080126","{""coordinates"": [145.3074080126, -38.067303001], ""type"": ""Point""}",-38.06730300098301,145.3074080126251,EASTBOURNE WAY,2022,Between 50km/h and 60km/h,W,2022-02-22,351526,5785366,MGA2020 zone 55,3805,50.9,763,1027,3.15,9.49,NARRE WARREN SOUTH,SPRINGFIELD,304
"-38.0563790018, 145.2841840346","{""coordinates"": [145.2841840346, -38.0563790018], ""type"": ""Point""}",-38.05637900184806,145.284184034615,LANGBOURNE DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,349466,5786541,MGA2020 zone 55,3805,54.6,1079,1462,4.08,13.95,NARRE WARREN SOUTH,SPRINGFIELD,307
"-37.9874310026, 145.3525650292","{""coordinates"": [145.3525650292, -37.9874310026], ""type"": ""Point""}",-37.98743100256683,145.3525650292475,HARKAWAY ROAD,2022,More than 60km/h,W,2022-02-22,355330,5794300,MGA2020 zone 55,3806,89.1,5913,7468,8.81,9.82,HARKAWAY,FOUR OAKS,308
"-38.0650800012, 145.3449040222","{""coordinates"": [145.3449040222, -38.0650800012], ""type"": ""Point""}",-38.06508000118783,145.34490402224336,BERNLY BOULEVARD,2022,Between 40km/h and 50km/h,W,2022-02-22,354811,5785672,MGA2020 zone 55,3806,45.2,479,603,3.05,13.76,BERWICK,EDRINGTON,313
"-38.0520170014, 145.3496730239","{""coordinates"": [145.3496730239, -38.0520170014], ""type"": ""Point""}",-38.05201700140215,145.34967302385434,CHIRNSIDE ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,355203,5787129,MGA2020 zone 55,3806,54.7,2958,3787,7.41,12.08,BERWICK,EDRINGTON,315
"-38.0501690018, 145.3342800352","{""coordinates"": [145.3342800352, -38.0501690018], ""type"": ""Point""}",-38.05016900175888,145.33428003518998,CENTRE ROAD,2022,Between 50km/h and 60km/h,W,2022-02-22,353849,5787310,MGA2020 zone 55,3806,54.0,5541,7075,5.21,10.03,BERWICK,EDRINGTON,318
"-38.0261840037, 145.3659190075","{""coordinates"": [145.3659190075, -38.0261840037], ""type"": ""Point""}",-38.0261840036772,145.36591900751978,INGLIS ROAD,2022,More than 60km/h,W,2022-02-22,356578,5790021,MGA2020 zone 55,3806,68.5,6382,7622,8.09,11.61,BERWICK,EDRINGTON,323
"-38.0347700053, 145.3545100235","{""coordinates"": [145.3545100235, -38.0347700053], ""type"": ""Point""}",-38.03477000527328,145.35451002352303,PEEL STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,355594,5789050,MGA2020 zone 55,3806,42.4,1593,1869,3.79,15.17,BERWICK,EDRINGTON,329
"-38.0303830037, 145.3489060301","{""coordinates"": [145.3489060301, -38.0303830037], ""type"": ""Point""}",-38.03038300371466,145.3489060300509,WILSON STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,355093,5789528,MGA2020 zone 55,3806,41.4,703,810,3.74,11.03,BERWICK,EDRINGTON,331
"-38.1473020028, 145.2847120386","{""coordinates"": [145.2847120386, -38.1473020028], ""type"": ""Point""}",-38.147302002843,145.28471203855716,HUMMINGBIRD DRIVE,2022,Between 40km/h and 50km/h,W,2022-02-22,349699,5776452,MGA2020 zone 55,3977,45.7,1788,2238,7.6,9.63,BOTANIC RIDGE,BALLA BALLA,336
"-38.1332210011, 145.3310230189","{""coordinates"": [145.3310230189, -38.1332210011], ""type"": ""Point""}",-38.13322100110909,145.33102301890722,RAILWAY ROAD,2022,Between 30km/h and 40km/h,W,2022-02-22,353729,5778089,MGA2020 zone 55,3978,39.6,169,192,11.0,14.86,CLYDE,BALLA BALLA,339
"-38.1683910032, 145.394110014","{""coordinates"": [145.394110014, -38.1683910032], ""type"": ""Point""}",-38.16839100317797,145.39411001403985,TOORADIN STATION ROAD,2022,More than 60km/h,W,2022-02-22,359326,5774284,MGA2020 zone 55,3978,79.5,258,321,19.21,11.73,CARDINIA,,347
"-38.1757760032, 145.3925060228","{""coordinates"": [145.3925060228, -38.1757760032], ""type"": ""Point""}",-38.17577600320978,145.39250602278852,TOORADIN STATION ROAD,2022,More than 60km/h,W,2022-02-22,359199,5773462,MGA2020 zone 55,3981,82.0,476,576,11.62,10.94,DALMORE,,348
"-38.1449220017, 145.3452410397","{""coordinates"": [145.3452410397, -38.1449220017], ""type"": ""Point""}",-38.14492200174185,145.3452410396868,YALLAMBEE ROAD,2022,More than 60km/h,W,2022-02-22,354998,5776813,MGA2020 zone 55,3978,85.0,117,134,16.26,14.02,CLYDE,BALLA BALLA,349
"-38.0933740033, 145.3390409983","{""coordinates"": [145.3390409983, -38.0933740033], ""type"": ""Point""}",-38.09337400326929,145.33904099825006,HAMERSLEY DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,354352,5782523,MGA2020 zone 55,3978,59.1,4470,5456,8.06,10.22,CLYDE NORTH,EDRINGTON,352
"-38.1163740023, 145.344023042","{""coordinates"": [145.344023042, -38.1163740023], ""type"": ""Point""}",-38.11637400231555,145.3440230419671,BUNDALEER LANE,2022,Less than 30km/h,W,2022-02-22,354835,5779979,MGA2020 zone 55,3978,22.1,133,165,4.5,17.61,CLYDE NORTH,EDRINGTON,355
"-38.117722002, 145.3465800409","{""coordinates"": [145.3465800409, -38.117722002], ""type"": ""Point""}",-38.11772200204429,145.3465800408987,TUCKERS ROAD,2022,More than 60km/h,W,2022-02-22,355062,5779833,MGA2020 zone 55,3978,65.1,1110,1357,6.17,12.5,CLYDE NORTH,EDRINGTON,358
"-38.122466003, 145.3862079989","{""coordinates"": [145.3862079989, -38.122466003], ""type"": ""Point""}",-38.12246600302363,145.3862079989109,MCCORMACKS ROAD,2022,More than 60km/h,W,2022-02-22,358545,5779368,MGA2020 zone 55,3978,68.6,175,207,34.35,12.02,CARDINIA,,362
"-38.1048020037, 145.3260369885","{""coordinates"": [145.3260369885, -38.1048020037], ""type"": ""Point""}",-38.10480200366928,145.32603698846563,HARMONY CHASE,2022,Between 30km/h and 40km/h,W,2022-02-22,353235,5781235,MGA2020 zone 55,3978,32.7,894,971,3.25,10.93,CLYDE NORTH,EDRINGTON,364
"-38.1195230022, 145.337158029","{""coordinates"": [145.337158029, -38.1195230022], ""type"": ""Point""}",-38.11952300215132,145.33715802901114,THOROUGHBRED DRIVE,2022,More than 60km/h,W,2022-02-22,354239,5779619,MGA2020 zone 55,3978,70.0,9761,13189,9.86,7.65,CLYDE NORTH,EDRINGTON,365
"-38.0839430049, 145.2708060091","{""coordinates"": [145.2708060091, -38.0839430049], ""type"": ""Point""}",-38.083943004878336,145.27080600907667,LESDON AVENUE,2022,Between 50km/h and 60km/h,W,2022-02-22,348349,5783460,MGA2020 zone 55,3977,55.6,2017,2465,3.89,13.44,CRANBOURNE,MAYFIELD,368
"-38.0968670037, 145.2717440206","{""coordinates"": [145.2717440206, -38.0968670037], ""type"": ""Point""}",-38.09686700373235,145.27174402062886,CAMMS ROAD,2022,More than 60km/h,W,2022-02-22,348458,5782028,MGA2020 zone 55,3977,61.7,3155,4094,6.34,10.21,CRANBOURNE,MAYFIELD,371
"-38.0796060042, 145.2912710139","{""coordinates"": [145.2912710139, -38.0796060042], ""type"": ""Point""}",-38.079606004210724,145.29127101391325,JOSEPHINE AVENUE,2022,Between 50km/h and 60km/h,W,2022-02-22,350135,5783975,MGA2020 zone 55,3977,51.7,881,1078,6.9,14.3,CRANBOURNE NORTH,MAYFIELD,372
"-38.1011960043, 145.2775480392","{""coordinates"": [145.2775480392, -38.1011960043], ""type"": ""Point""}",-38.101196004311035,145.27754803918688,DUFF STREET,2022,Between 40km/h and 50km/h,W,2022-02-22,348976,5781557,MGA2020 zone 55,3977,49.9,2659,3298,7.42,9.98,CRANBOURNE,MAYFIELD,380
"-38.0770300047, 145.3237400319","{""coordinates"": [145.3237400319, -38.0770300047], ""type"": ""Point""}",-38.07703000474412,145.32374003185365,MOUNTAINVIEW BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,352978,5784313,MGA2020 zone 55,3977,53.5,1813,2424,1.96,10.26,CRANBOURNE NORTH,SPRINGFIELD,386
"-38.0842990044, 145.3270300287","{""coordinates"": [145.3270300287, -38.0842990044], ""type"": ""Point""}",-38.084299004368845,145.32703002868283,WHEELERS PARK DRIVE,2022,Between 50km/h and 60km/h,W,2022-02-22,353281,5783511,MGA2020 zone 55,3977,57.6,3291,4277,3.2,10.93,CRANBOURNE NORTH,SPRINGFIELD,390
"-38.0770210043, 145.2807850143","{""coordinates"": [145.2807850143, -38.0770210043], ""type"": ""Point""}",-38.077021004304584,145.28078501428448,ELIZABETH STREET,2022,Between 50km/h and 60km/h,W,2022-02-22,349210,5784245,MGA2020 zone 55,3977,51.1,604,776,2.94,12.34,CRANBOURNE NORTH,MAYFIELD,395
"-38.0782770044, 145.271141018","{""coordinates"": [145.271141018, -38.0782770044], ""type"": ""Point""}",-38.078277004432366,145.27114101803187,BLAXLAND AVENUE,2022,Between 40km/h and 50km/h,W,2022-02-22,348367,5784090,MGA2020 zone 55,3977,46.5,454,550,2.03,18.85,CRANBOURNE NORTH,MAYFIELD,396
"-38.1476620028, 145.2447410239","{""coordinates"": [145.2447410239, -38.1476620028], ""type"": ""Point""}",-38.14766200280544,145.24474102390457,BROWNS ROAD,2022,More than 60km/h,W,2022-02-22,346197,5776347,MGA2020 zone 55,3977,62.4,5039,6319,7.31,10.22,CRANBOURNE SOUTH,BALLA BALLA,397
"-38.1278090021, 145.2343330085","{""coordinates"": [145.2343330085, -38.1278090021], ""type"": ""Point""}",-38.12780900211966,145.23433300851013,LEFRANT WAY,2022,Between 40km/h and 50km/h,W,2022-02-22,345243,5778533,MGA2020 zone 55,3977,42.5,1405,1764,10.48,8.32,CRANBOURNE SOUTH,BALLA BALLA,398
"-38.1289890029, 145.2308830078","{""coordinates"": [145.2308830078, -38.1289890029], ""type"": ""Point""}",-38.12898900289667,145.23088300779762,FLANAGAN CRESCENT,2022,Between 30km/h and 40km/h,W,2022-02-22,344943,5778396,MGA2020 zone 55,3977,38.5,423,517,8.33,9.53,CRANBOURNE SOUTH,BALLA BALLA,399
"-38.1265060021, 145.23438501","{""coordinates"": [145.23438501, -38.1265060021], ""type"": ""Point""}",-38.126506002103675,145.2343850100382,ABAYO CRESCENT,2022,Between 40km/h and 50km/h,W,2022-02-22,345244,5778677,MGA2020 zone 55,3977,41.7,102,122,9.99,8.87,CRANBOURNE SOUTH,BALLA BALLA,400
"-38.1036800011, 145.2489760254","{""coordinates"": [145.2489760254, -38.1036800011], ""type"": ""Point""}",-38.1036800011437,145.24897602541017,FLICKA BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,346476,5781234,MGA2020 zone 55,3977,55.0,2497,3106,4.11,10.94,CRANBOURNE WEST,MAYFIELD,404
"-38.0905530027, 145.2535020327","{""coordinates"": [145.2535020327, -38.0905530027], ""type"": ""Point""}",-38.09055300267007,145.25350203273723,FERGUS LANE,2022,Between 30km/h and 40km/h,W,2022-02-22,346845,5782699,MGA2020 zone 55,3977,38.9,85,116,6.85,8.55,CRANBOURNE WEST,MAYFIELD,409
"-38.0952050017, 145.2502050315","{""coordinates"": [145.2502050315, -38.0952050017], ""type"": ""Point""}",-38.095205001746976,145.25020503145683,MORNINGSIDE BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-02-22,346566,5782177,MGA2020 zone 55,3977,55.5,2185,2875,2.77,9.48,CRANBOURNE WEST,MAYFIELD,412
